Tarih,doluluk_orani,GENERAL_DAM_RESERVED_WATER
09/06/2015,90.3,784
10/06/2015,90.05,782
11/06/2015,89.83,780
12/06/2015,89.56,778
13/06/2015,89.27,775
14/06/2015,88.83,772
15/06/2015,88.52,769
16/06/2015,88.16,766
17/06/2015,87.99,764
18/06/2015,87.67,762
19/06/2015,88.86,772
20/06/2015,88.63,770
21/06/2015,88.45,768
22/06/2015,88.21,766
23/06/2015,87.89,763
24/06/2015,87.7,762
25/06/2015,87.46,760
26/06/2015,87.17,757
27/06/2015,86.91,755
28/06/2015,86.63,752
29/06/2015,86.31,750
30/06/2015,86.1,748
01/07/2015,85.81,745
02/07/2015,85.57,743
03/07/2015,85.28,741
04/07/2015,84.92,738
05/07/2015,84.91,738
06/07/2015,84.71,736
07/07/2015,84.42,733
08/07/2015,84.17,731
09/07/2015,83.86,729
10/07/2015,83.61,726
11/07/2015,83.37,724
12/07/2015,83.16,722
13/07/2015,82.85,720
14/07/2015,82.57,717
15/07/2015,82.35,715
16/07/2015,82.1,713
17/07/2015,81.87,711
18/07/2015,81.65,709
19/07/2015,81.43,707
20/07/2015,81.24,706
21/07/2015,80.99,704
22/07/2015,80.71,701
23/07/2015,80.39,698
24/07/2015,80.11,696
25/07/2015,79.85,694
26/07/2015,79.61,692
27/07/2015,79.37,689
28/07/2015,79.06,687
29/07/2015,78.79,684
30/07/2015,78.57,682
31/07/2015,78.21,679
01/08/2015,77.84,676
02/08/2015,77.53,673
03/08/2015,77.19,670
04/08/2015,76.93,668
05/08/2015,76.63,666
06/08/2015,76.32,663
07/08/2015,76.06,661
08/08/2015,75.68,657
09/08/2015,75.32,654
10/08/2015,75.05,652
11/08/2015,74.74,649
12/08/2015,74.42,646
13/08/2015,74.18,644
14/08/2015,73.87,642
15/08/2015,73.57,639
16/08/2015,73.22,636
17/08/2015,72.93,634
18/08/2015,72.59,631
19/08/2015,72.32,628
20/08/2015,71.95,625
21/08/2015,71.6,622
22/08/2015,71.28,619
23/08/2015,71.24,619
24/08/2015,71.05,617
25/08/2015,70.7,614
26/08/2015,70.42,612
27/08/2015,70.1,609
28/08/2015,69.77,606
29/08/2015,69.56,604
30/08/2015,69.26,602
31/08/2015,68.98,599
01/09/2015,68.61,596
02/09/2015,68.32,593
03/09/2015,68.04,591
04/09/2015,67.72,588
05/09/2015,67.34,585
06/09/2015,67.05,582
07/09/2015,66.72,580
08/09/2015,66.36,576
09/09/2015,65.97,573
10/09/2015,65.64,570
11/09/2015,65.41,568
12/09/2015,65.09,565
13/09/2015,65.53,569
14/09/2015,65.28,567
15/09/2015,65,565
16/09/2015,64.79,563
17/09/2015,64.49,560
18/09/2015,64.21,558
19/09/2015,63.97,556
20/09/2015,63.62,553
21/09/2015,63.36,550
22/09/2015,63.07,548
23/09/2015,62.86,546
24/09/2015,62.89,546
25/09/2015,63.12,548
26/09/2015,62.4,542
27/09/2015,62.15,540
28/09/2015,61.9,538
29/09/2015,64.76,563
30/09/2015,66.45,577
01/10/2015,66.81,580
02/10/2015,66.81,580
03/10/2015,66.74,580
04/10/2015,66.63,579
05/10/2015,66.49,578
06/10/2015,66.28,576
07/10/2015,67.08,583
08/10/2015,67.27,584
09/10/2015,67.29,585
10/10/2015,67.19,584
11/10/2015,67.08,583
12/10/2015,67.16,583
13/10/2015,67.3,585
14/10/2015,67.31,585
15/10/2015,67.23,584
16/10/2015,67.09,583
17/10/2015,66.92,581
18/10/2015,66.72,580
19/10/2015,66.54,578
20/10/2015,66.31,576
21/10/2015,66.22,575
22/10/2015,66.1,574
23/10/2015,66.39,577
24/10/2015,68,591
25/10/2015,69.4,603
26/10/2015,69.62,605
27/10/2015,69.72,606
28/10/2015,69.76,606
29/10/2015,69.74,606
30/10/2015,69.66,605
31/10/2015,69.57,604
01/11/2015,69.38,603
02/11/2015,69.13,600
03/11/2015,68.93,599
04/11/2015,68.75,597
05/11/2015,68.58,596
06/11/2015,68.41,594
07/11/2015,68.25,593
08/11/2015,68.01,591
09/11/2015,67.79,589
10/11/2015,67.56,587
11/11/2015,67.37,585
12/11/2015,67.15,583
13/11/2015,66.98,582
14/11/2015,66.78,580
15/11/2015,66.57,578
16/11/2015,66.33,576
17/11/2015,66.15,575
18/11/2015,65.89,572
19/11/2015,65.65,570
20/11/2015,65.37,568
21/11/2015,65.06,565
22/11/2015,64.82,563
23/11/2015,64.7,562
24/11/2015,64.5,560
25/11/2015,64.32,559
26/11/2015,64.05,556
27/11/2015,64.1,557
28/11/2015,63.98,556
29/11/2015,64.15,557
30/11/2015,64.08,557
01/12/2015,63.98,556
02/12/2015,63.79,554
03/12/2015,63.62,553
04/12/2015,63.5,552
05/12/2015,63.31,550
06/12/2015,63.1,548
07/12/2015,62.91,546
08/12/2015,62.77,545
09/12/2015,62.58,544
10/12/2015,62.39,542
11/12/2015,62.18,540
12/12/2015,61.96,538
13/12/2015,61.71,536
14/12/2015,61.56,535
15/12/2015,61.4,533
16/12/2015,61.2,532
17/12/2015,60.98,530
18/12/2015,60.92,529
19/12/2015,60.72,527
20/12/2015,60.56,526
21/12/2015,60.24,523
22/12/2015,60.13,522
23/12/2015,59.98,521
24/12/2015,59.76,519
25/12/2015,59.63,518
26/12/2015,59.43,516
27/12/2015,59.18,514
28/12/2015,58.94,512
29/12/2015,58.79,511
30/12/2015,58.62,509
31/12/2015,58.68,510
01/01/2016,58.56,509
02/01/2016,58.4,507
03/01/2016,58.25,506
04/01/2016,58.32,507
05/01/2016,58.69,510
06/01/2016,60.81,528
07/01/2016,61.84,537
08/01/2016,62.96,547
09/01/2016,63.46,551
10/01/2016,63.61,553
11/01/2016,63.88,555
12/01/2016,64.15,557
13/01/2016,65.11,566
14/01/2016,66.31,576
15/01/2016,67.18,584
16/01/2016,67.52,587
17/01/2016,67.68,588
18/01/2016,70.6,613
19/01/2016,71.68,623
20/01/2016,72.23,627
21/01/2016,72.58,631
22/01/2016,72.96,634
23/01/2016,73.19,636
24/01/2016,73.42,638
25/01/2016,73.51,639
26/01/2016,73.65,640
27/01/2016,73.8,641
28/01/2016,73.98,643
29/01/2016,74.69,649
30/01/2016,75.33,654
31/01/2016,75.58,657
01/02/2016,75.76,658
02/02/2016,75.82,659
03/02/2016,75.88,659
04/02/2016,75.9,659
05/02/2016,76.09,661
06/02/2016,81.37,707
07/02/2016,84.21,731
08/02/2016,84.61,735
09/02/2016,84.81,737
10/02/2016,84.94,738
11/02/2016,85.35,741
12/02/2016,86.01,747
13/02/2016,86.42,751
14/02/2016,86.67,753
15/02/2016,86.86,755
16/02/2016,86.9,755
17/02/2016,86.82,754
18/02/2016,86.74,754
19/02/2016,86.84,754
20/02/2016,86.69,753
21/02/2016,86.79,754
22/02/2016,86.68,753
23/02/2016,86.6,752
24/02/2016,86.5,751
25/02/2016,86.79,754
26/02/2016,86.91,755
27/02/2016,86.97,755
28/02/2016,87.03,756
29/02/2016,87.03,756
01/03/2016,87.05,756
02/03/2016,87.02,756
03/03/2016,87.86,763
04/03/2016,88.51,769
05/03/2016,89.02,773
06/03/2016,89.05,774
07/03/2016,89.06,774
08/03/2016,89.07,774
09/03/2016,89.04,773
10/03/2016,88.97,773
11/03/2016,88.83,772
12/03/2016,88.74,771
13/03/2016,88.6,770
14/03/2016,88.52,769
15/03/2016,88.37,768
16/03/2016,88.2,766
17/03/2016,88.04,765
18/03/2016,87.87,763
19/03/2016,87.77,762
20/03/2016,87.64,761
21/03/2016,87.41,759
22/03/2016,87.21,758
23/03/2016,87.16,757
24/03/2016,86.93,755
25/03/2016,86.99,756
26/03/2016,87.35,759
27/03/2016,87.64,761
28/03/2016,87.7,762
29/03/2016,87.65,761
30/03/2016,87.73,762
31/03/2016,87.65,761
01/04/2016,87.56,761
02/04/2016,87.61,761
03/04/2016,87.55,761
04/04/2016,87.5,760
05/04/2016,87.35,759
06/04/2016,87.29,758
07/04/2016,87.19,757
08/04/2016,87.18,757
09/04/2016,87.44,760
10/04/2016,87.12,757
11/04/2016,87.02,756
12/04/2016,86.99,756
13/04/2016,86.86,755
14/04/2016,86.76,754
15/04/2016,86.69,753
16/04/2016,86.57,752
17/04/2016,86.34,750
18/04/2016,86.17,749
19/04/2016,85.99,747
20/04/2016,85.89,746
21/04/2016,85.62,744
22/04/2016,85.31,741
23/04/2016,85.11,739
24/04/2016,84.9,737
25/04/2016,84.81,737
26/04/2016,84.72,736
27/04/2016,84.67,736
28/04/2016,84.56,735
29/04/2016,84.4,733
30/04/2016,84.22,732
01/05/2016,84.02,730
02/05/2016,83.75,728
03/05/2016,83.55,726
04/05/2016,83.53,726
05/05/2016,83.46,725
06/05/2016,83.43,725
07/05/2016,83.29,724
08/05/2016,83.19,723
09/05/2016,83.01,721
10/05/2016,82.84,720
11/05/2016,82.59,717
12/05/2016,82.29,715
13/05/2016,82.19,714
14/05/2016,81.93,712
15/05/2016,81.79,711
16/05/2016,81.5,708
17/05/2016,81.24,706
18/05/2016,81.06,704
19/05/2016,80.77,702
20/05/2016,80.53,700
21/05/2016,80.32,698
22/05/2016,80.15,696
23/05/2016,79.97,695
24/05/2016,79.71,692
25/05/2016,79.44,690
26/05/2016,79.27,689
27/05/2016,79.07,687
28/05/2016,78.91,685
29/05/2016,78.76,684
30/05/2016,78.53,682
31/05/2016,78.28,680
01/06/2016,78.02,678
02/06/2016,77.66,675
03/06/2016,77.36,672
04/06/2016,77.07,670
05/06/2016,77.03,669
06/06/2016,76.82,667
07/06/2016,76.59,665
08/06/2016,76.36,663
09/06/2016,76.2,662
10/06/2016,75.95,660
11/06/2016,75.78,658
12/06/2016,75.6,657
13/06/2016,75.38,655
14/06/2016,75.13,653
15/06/2016,75.15,653
16/06/2016,74.93,651
17/06/2016,74.84,650
18/06/2016,74.67,649
19/06/2016,74.45,647
20/06/2016,74.16,644
21/06/2016,73.95,642
22/06/2016,73.7,640
23/06/2016,73.41,638
24/06/2016,73.11,635
25/06/2016,72.79,632
26/06/2016,72.5,630
27/06/2016,72.24,628
28/06/2016,71.92,625
29/06/2016,71.74,623
30/06/2016,71.63,622
01/07/2016,71.45,621
02/07/2016,71.31,619
03/07/2016,71.05,617
04/07/2016,70.76,615
05/07/2016,70.57,613
06/07/2016,70.44,612
07/07/2016,70.22,610
08/07/2016,69.97,608
09/07/2016,69.66,605
10/07/2016,69.34,602
11/07/2016,68.99,599
12/07/2016,68.58,596
13/07/2016,68.21,593
14/07/2016,67.86,590
15/07/2016,67.45,586
16/07/2016,67.09,583
17/07/2016,66.73,580
18/07/2016,66.34,576
19/07/2016,66.01,573
20/07/2016,65.68,571
21/07/2016,65.38,568
22/07/2016,65.05,565
23/07/2016,64.7,562
24/07/2016,64.43,560
25/07/2016,64.01,556
26/07/2016,63.74,554
27/07/2016,63.44,551
28/07/2016,63.08,548
29/07/2016,62.71,545
30/07/2016,62.37,542
31/07/2016,62.1,539
01/08/2016,61.72,536
02/08/2016,61.33,533
03/08/2016,61.02,530
04/08/2016,60.75,528
05/08/2016,60.52,526
06/08/2016,60.13,522
07/08/2016,59.79,519
08/08/2016,59.38,516
09/08/2016,58.96,512
10/08/2016,58.53,508
11/08/2016,58.19,505
12/08/2016,57.91,503
13/08/2016,57.53,500
14/08/2016,57.14,496
15/08/2016,56.88,494
16/08/2016,56.53,491
17/08/2016,56.18,488
18/08/2016,55.95,486
19/08/2016,55.63,483
20/08/2016,55.35,481
21/08/2016,55.09,479
22/08/2016,54.81,476
23/08/2016,54.57,474
24/08/2016,54.29,472
25/08/2016,54.11,470
26/08/2016,54.02,469
27/08/2016,53.81,467
28/08/2016,53.57,465
29/08/2016,53.33,463
30/08/2016,53.05,461
31/08/2016,52.78,459
01/09/2016,52.54,456
02/09/2016,52.22,454
03/09/2016,51.93,451
04/09/2016,51.67,449
05/09/2016,51.37,446
06/09/2016,51.09,444
07/09/2016,50.83,442
08/09/2016,50.57,439
09/09/2016,50.27,437
10/09/2016,50.05,435
11/09/2016,49.64,431
12/09/2016,49.28,428
13/09/2016,49.08,426
14/09/2016,48.74,423
15/09/2016,48.54,422
16/09/2016,48.21,419
17/09/2016,47.89,416
18/09/2016,47.69,414
19/09/2016,47.27,411
20/09/2016,47.03,409
21/09/2016,46.92,408
22/09/2016,46.67,405
23/09/2016,46.77,406
24/09/2016,46.6,405
25/09/2016,46.11,401
26/09/2016,46.07,400
27/09/2016,45.96,399
28/09/2016,45.97,399
29/09/2016,45.76,398
30/09/2016,45.48,395
01/10/2016,45.3,393
02/10/2016,45.05,391
03/10/2016,44.76,389
04/10/2016,44.52,387
05/10/2016,44.32,385
06/10/2016,44.08,383
07/10/2016,43.77,380
08/10/2016,43.53,378
09/10/2016,43.32,376
10/10/2016,43.09,374
11/10/2016,42.8,372
12/10/2016,42.6,370
13/10/2016,42.4,368
14/10/2016,42.13,366
15/10/2016,41.88,364
16/10/2016,41.62,362
17/10/2016,41.35,359
18/10/2016,41.14,357
19/10/2016,40.88,355
20/10/2016,40.66,353
21/10/2016,40.43,351
22/10/2016,40.2,349
23/10/2016,39.98,347
24/10/2016,39.76,345
25/10/2016,39.52,343
26/10/2016,39.25,341
27/10/2016,38.98,339
28/10/2016,38.75,337
29/10/2016,38.56,335
30/10/2016,38.42,334
31/10/2016,38.25,332
01/11/2016,38.04,330
02/11/2016,37.82,329
03/11/2016,37.67,327
04/11/2016,37.61,327
05/11/2016,37.5,326
06/11/2016,37.31,324
07/11/2016,37.02,322
08/11/2016,36.91,321
09/11/2016,36.7,319
10/11/2016,36.48,317
11/11/2016,36.38,316
12/11/2016,36.4,316
13/11/2016,36.29,315
14/11/2016,36.26,315
15/11/2016,36.05,313
16/11/2016,35.86,312
17/11/2016,35.76,311
18/11/2016,35.62,309
19/11/2016,35.49,308
20/11/2016,35.36,307
21/11/2016,35.27,306
22/11/2016,35.17,305
23/11/2016,34.98,304
24/11/2016,34.72,302
25/11/2016,34.53,300
26/11/2016,34.3,298
27/11/2016,34.02,296
28/11/2016,33.94,295
29/11/2016,35.04,304
30/11/2016,36.37,316
01/12/2016,37.01,322
02/12/2016,37.11,322
03/12/2016,37.33,324
04/12/2016,37.3,324
05/12/2016,37.29,324
06/12/2016,37.25,324
07/12/2016,37.25,324
08/12/2016,37.3,324
09/12/2016,37.32,324
10/12/2016,37.27,324
11/12/2016,37.2,323
12/12/2016,37.14,323
13/12/2016,37.2,323
14/12/2016,37.45,325
15/12/2016,37.63,327
16/12/2016,37.92,329
17/12/2016,38.17,332
18/12/2016,38.37,333
19/12/2016,38.51,335
20/12/2016,38.63,336
21/12/2016,38.85,338
22/12/2016,39.46,343
23/12/2016,40.5,352
24/12/2016,41.28,359
25/12/2016,42.09,366
26/12/2016,42.64,370
27/12/2016,42.96,373
28/12/2016,43.23,376
29/12/2016,43.65,379
30/12/2016,48.2,419
31/12/2016,51.08,444
01/01/2017,52.42,455
02/01/2017,53.13,461
03/01/2017,53.35,463
04/01/2017,53.5,465
05/01/2017,53.75,467
06/01/2017,55.55,483
07/01/2017,58.13,505
08/01/2017,58.82,511
09/01/2017,59.25,515
10/01/2017,59.53,517
11/01/2017,59.86,520
12/01/2017,60.87,529
13/01/2017,64.06,556
14/01/2017,65.01,565
15/01/2017,67.82,589
16/01/2017,71.55,622
17/01/2017,74.52,647
18/01/2017,76.84,667
19/01/2017,79.73,693
20/01/2017,82.01,712
21/01/2017,83.75,727
22/01/2017,83.9,729
23/01/2017,83.94,729
24/01/2017,84.26,732
25/01/2017,84.48,734
26/01/2017,84.56,735
27/01/2017,84.63,735
28/01/2017,84.77,736
29/01/2017,84.83,737
30/01/2017,84.91,738
31/01/2017,84.86,737
01/02/2017,84.88,737
02/02/2017,84.84,737
03/02/2017,84.85,737
04/02/2017,84.96,738
05/02/2017,85.13,740
06/02/2017,85.48,743
07/02/2017,85.58,743
08/02/2017,85.75,745
09/02/2017,85.77,745
10/02/2017,85.73,745
11/02/2017,85.73,745
12/02/2017,85.8,745
13/02/2017,85.82,746
14/02/2017,85.84,746
15/02/2017,85.78,745
16/02/2017,85.76,745
17/02/2017,85.7,744
18/02/2017,85.65,744
19/02/2017,85.59,744
20/02/2017,85.84,746
21/02/2017,86.81,754
22/02/2017,87.04,756
23/02/2017,87.28,758
24/02/2017,87.39,759
25/02/2017,87.5,760
26/02/2017,87.73,762
27/02/2017,87.91,764
28/02/2017,88,764
01/03/2017,87.99,764
02/03/2017,87.99,764
03/03/2017,88.02,765
04/03/2017,88.01,765
05/03/2017,87.94,764
06/03/2017,87.95,764
07/03/2017,87.91,764
08/03/2017,87.91,764
09/03/2017,87.78,763
10/03/2017,87.65,761
11/03/2017,87.65,761
12/03/2017,87.54,760
13/03/2017,87.65,761
14/03/2017,87.74,762
15/03/2017,88.26,767
16/03/2017,88.59,770
17/03/2017,88.74,771
18/03/2017,89.27,775
19/03/2017,89.46,777
20/03/2017,89.64,779
21/03/2017,89.65,779
22/03/2017,89.65,779
23/03/2017,89.63,779
24/03/2017,89.56,778
25/03/2017,89.48,777
26/03/2017,89.41,777
27/03/2017,89.38,776
28/03/2017,89.32,776
29/03/2017,89.2,775
30/03/2017,89.2,775
31/03/2017,89.04,773
01/04/2017,88.89,772
02/04/2017,88.79,771
03/04/2017,88.74,771
04/04/2017,88.57,769
05/04/2017,88.48,769
06/04/2017,88.33,767
07/04/2017,88.28,767
08/04/2017,88.13,766
09/04/2017,88.02,765
10/04/2017,87.94,764
11/04/2017,87.7,762
12/04/2017,87.57,761
13/04/2017,87.46,760
14/04/2017,87.42,759
15/04/2017,87.38,759
16/04/2017,87.24,758
17/04/2017,87.12,757
18/04/2017,87.42,759
19/04/2017,87.48,760
20/04/2017,87.5,760
21/04/2017,87.72,762
22/04/2017,87.72,762
23/04/2017,87.68,762
24/04/2017,87.62,761
25/04/2017,87.53,760
26/04/2017,87.44,760
27/04/2017,87.36,759
28/04/2017,87.3,758
29/04/2017,87.11,757
30/04/2017,86.87,755
01/05/2017,86.58,752
02/05/2017,86.46,751
03/05/2017,86.22,749
04/05/2017,86.2,749
05/05/2017,85.96,747
06/05/2017,85.83,746
07/05/2017,85.87,746
08/05/2017,85.91,746
09/05/2017,85.82,745
10/05/2017,85.75,745
11/05/2017,85.6,744
12/05/2017,85.54,743
13/05/2017,85.47,742
14/05/2017,85.26,741
15/05/2017,85.11,739
16/05/2017,84.88,737
17/05/2017,84.68,736
18/05/2017,84.4,733
19/05/2017,84.11,731
20/05/2017,83.97,729
21/05/2017,83.7,727
22/05/2017,83.54,726
23/05/2017,83.43,725
24/05/2017,83.14,722
25/05/2017,82.9,720
26/05/2017,82.71,718
27/05/2017,82.57,717
28/05/2017,82.35,715
29/05/2017,82.15,714
30/05/2017,81.95,712
31/05/2017,81.85,711
01/06/2017,81.69,710
02/06/2017,81.52,708
03/06/2017,81.35,707
04/06/2017,81.22,706
05/06/2017,81.03,704
06/06/2017,80.81,702
07/06/2017,80.65,701
08/06/2017,80.48,699
09/06/2017,80.37,698
10/06/2017,80.33,698
11/06/2017,80.4,698
12/06/2017,80.16,696
13/06/2017,80.01,695
14/06/2017,79.84,694
15/06/2017,79.66,692
16/06/2017,79.53,691
17/06/2017,79.32,689
18/06/2017,79.18,688
19/06/2017,79.15,688
20/06/2017,79.34,689
21/06/2017,79.35,689
22/06/2017,79.31,689
23/06/2017,79.22,688
24/06/2017,79.03,687
25/06/2017,78.89,685
26/06/2017,78.71,684
27/06/2017,78.53,682
28/06/2017,78.34,681
29/06/2017,78.13,679
30/06/2017,77.86,676
01/07/2017,77.63,674
02/07/2017,77.38,672
03/07/2017,77.12,670
04/07/2017,76.8,667
05/07/2017,76.56,665
06/07/2017,76.28,663
07/07/2017,76.03,660
08/07/2017,75.75,658
09/07/2017,75.52,656
10/07/2017,75.3,654
11/07/2017,75.03,652
12/07/2017,74.83,650
13/07/2017,74.54,648
14/07/2017,74.34,646
15/07/2017,73.99,643
16/07/2017,73.67,640
17/07/2017,73.31,637
18/07/2017,73.12,635
19/07/2017,74.06,643
20/07/2017,73.89,642
21/07/2017,73.7,640
22/07/2017,73.58,639
23/07/2017,73.31,637
24/07/2017,72.97,634
25/07/2017,72.72,632
26/07/2017,72.42,629
27/07/2017,72.08,626
28/07/2017,71.88,624
29/07/2017,71.73,623
30/07/2017,71.42,620
31/07/2017,71.17,618
01/08/2017,70.67,614
02/08/2017,70.38,611
03/08/2017,70.09,609
04/08/2017,69.78,606
05/08/2017,69.49,604
06/08/2017,69.21,601
07/08/2017,68.91,599
08/08/2017,68.59,596
09/08/2017,68.33,594
10/08/2017,67.95,590
11/08/2017,67.69,588
12/08/2017,67.32,585
13/08/2017,67.16,583
14/08/2017,66.82,580
15/08/2017,66.35,576
16/08/2017,66.06,574
17/08/2017,66.21,575
18/08/2017,65.92,573
19/08/2017,65.63,570
20/08/2017,65.48,569
21/08/2017,65.36,568
22/08/2017,65.06,565
23/08/2017,64.7,562
24/08/2017,64.47,560
25/08/2017,64.27,558
26/08/2017,63.96,556
27/08/2017,63.59,552
28/08/2017,63.36,550
29/08/2017,63.07,548
30/08/2017,62.89,546
31/08/2017,62.66,544
01/09/2017,62.38,542
02/09/2017,62.13,540
03/09/2017,61.78,537
04/09/2017,61.57,535
05/09/2017,61.25,532
06/09/2017,60.9,529
07/09/2017,60.65,527
08/09/2017,60.51,526
09/09/2017,60.22,523
10/09/2017,59.93,521
11/09/2017,59.67,518
12/09/2017,59.36,516
13/09/2017,58.95,512
14/09/2017,58.62,509
15/09/2017,58.29,506
16/09/2017,57.99,504
17/09/2017,57.65,501
18/09/2017,57.33,498
19/09/2017,56.94,495
20/09/2017,56.65,492
21/09/2017,56.29,489
22/09/2017,56.08,487
23/09/2017,55.72,484
24/09/2017,55.37,481
25/09/2017,55.04,478
26/09/2017,54.72,475
27/09/2017,54.69,475
28/09/2017,54.66,475
29/09/2017,54.64,475
30/09/2017,54.35,472
01/10/2017,55.65,483
02/10/2017,56.15,488
03/10/2017,56.13,488
04/10/2017,55.99,486
05/10/2017,55.69,484
06/10/2017,55.51,482
07/10/2017,55.27,480
08/10/2017,55.01,478
09/10/2017,54.77,476
10/10/2017,54.49,473
11/10/2017,54.23,471
12/10/2017,54.01,469
13/10/2017,53.71,467
14/10/2017,53.38,464
15/10/2017,53.17,462
16/10/2017,52.95,460
17/10/2017,52.66,457
18/10/2017,52.4,455
19/10/2017,52.14,453
20/10/2017,51.94,451
21/10/2017,51.69,449
22/10/2017,51.43,447
23/10/2017,51.14,444
24/10/2017,50.8,441
25/10/2017,50.67,440
26/10/2017,55.37,481
27/10/2017,56.23,488
28/10/2017,56.66,492
29/10/2017,56.68,492
30/10/2017,56.61,492
31/10/2017,56.56,491
01/11/2017,56.6,492
02/11/2017,56.52,491
03/11/2017,56.4,490
04/11/2017,56.36,490
05/11/2017,56.26,489
06/11/2017,56.21,488
07/11/2017,56.32,489
08/11/2017,56.3,489
09/11/2017,56.2,488
10/11/2017,55.96,486
11/11/2017,55.65,483
12/11/2017,55.36,481
13/11/2017,55.25,480
14/11/2017,54.98,478
15/11/2017,54.76,476
16/11/2017,54.51,474
17/11/2017,54.38,472
18/11/2017,54.19,471
19/11/2017,54.01,469
20/11/2017,54.16,470
21/11/2017,55.09,479
22/11/2017,55.36,481
23/11/2017,55.41,481
24/11/2017,55.35,481
25/11/2017,55.22,480
26/11/2017,55.09,479
27/11/2017,54.93,477
28/11/2017,54.79,476
29/11/2017,54.75,476
30/11/2017,54.62,474
01/12/2017,54.53,474
02/12/2017,54.56,474
03/12/2017,54.54,474
04/12/2017,54.48,473
05/12/2017,54.61,474
06/12/2017,54.71,475
07/12/2017,54.8,476
08/12/2017,54.93,477
09/12/2017,54.9,477
10/12/2017,54.81,476
11/12/2017,55.18,479
12/12/2017,55.18,479
13/12/2017,55.25,480
14/12/2017,55.25,480
15/12/2017,55.29,480
16/12/2017,55.3,480
17/12/2017,55.44,482
18/12/2017,55.89,485
19/12/2017,56.74,493
20/12/2017,57.71,501
21/12/2017,58.17,505
22/12/2017,58.56,509
23/12/2017,59.98,521
24/12/2017,61.66,536
25/12/2017,62.06,539
26/12/2017,62.28,541
27/12/2017,62.53,543
28/12/2017,62.69,545
29/12/2017,62.82,546
30/12/2017,63.13,548
31/12/2017,63.58,552
01/01/2018,63.9,555
02/01/2018,64.08,557
03/01/2018,64.27,558
04/01/2018,64.95,564
05/01/2018,65.31,567
06/01/2018,65.51,569
07/01/2018,65.63,570
08/01/2018,65.75,571
09/01/2018,65.92,573
10/01/2018,65.94,573
11/01/2018,66.09,574
12/01/2018,66.2,575
13/01/2018,66.26,576
14/01/2018,66.6,579
15/01/2018,67.07,583
16/01/2018,67.27,584
17/01/2018,67.5,586
18/01/2018,68,591
19/01/2018,68.57,596
20/01/2018,68.51,595
21/01/2018,69.01,599
22/01/2018,70.22,610
23/01/2018,71.28,619
24/01/2018,72.26,628
25/01/2018,72.91,633
26/01/2018,73.27,636
27/01/2018,73.39,638
28/01/2018,73.58,639
29/01/2018,73.65,640
30/01/2018,73.67,640
31/01/2018,73.71,640
01/02/2018,73.63,640
02/02/2018,73.6,639
03/02/2018,73.63,640
04/02/2018,73.63,640
05/02/2018,74.71,649
06/02/2018,75.21,653
07/02/2018,75.38,655
08/02/2018,75.35,655
09/02/2018,75.65,657
10/02/2018,75.73,658
11/02/2018,75.9,659
12/02/2018,77.82,676
13/02/2018,78.6,683
14/02/2018,78.96,686
15/02/2018,79.29,689
16/02/2018,79.4,690
17/02/2018,79.47,690
18/02/2018,79.51,691
19/02/2018,79.63,692
20/02/2018,79.68,692
21/02/2018,79.91,694
22/02/2018,79.88,694
23/02/2018,79.96,695
24/02/2018,80.12,696
25/02/2018,80.48,699
26/02/2018,81.21,705
27/02/2018,82.13,713
28/02/2018,82.54,717
01/03/2018,85.3,741
02/03/2018,85.65,744
03/03/2018,85.89,746
04/03/2018,86.66,753
05/03/2018,87.93,764
06/03/2018,88.33,767
07/03/2018,89.24,775
08/03/2018,89.42,777
09/03/2018,90.25,784
10/03/2018,90.67,788
11/03/2018,90.57,787
12/03/2018,90.5,786
13/03/2018,90.33,785
14/03/2018,90.26,784
15/03/2018,90.23,784
16/03/2018,90.27,784
17/03/2018,90.21,784
18/03/2018,90.15,783
19/03/2018,90.19,783
20/03/2018,89.85,780
21/03/2018,89.99,782
22/03/2018,89.91,781
23/03/2018,89.61,778
24/03/2018,89.51,778
25/03/2018,89.56,778
26/03/2018,89.57,778
27/03/2018,89.62,778
28/03/2018,90.04,782
29/03/2018,89.84,780
30/03/2018,90.32,785
31/03/2018,90.43,786
01/04/2018,90.4,785
02/04/2018,90.56,787
03/04/2018,90.99,790
04/04/2018,91.04,791
05/04/2018,91.15,792
06/04/2018,91.2,792
07/04/2018,91.35,794
08/04/2018,91.23,793
09/04/2018,91.27,793
10/04/2018,91.3,793
11/04/2018,91.3,793
12/04/2018,91.31,793
13/04/2018,91.38,794
14/04/2018,91.4,794
15/04/2018,91.18,792
16/04/2018,91.17,792
17/04/2018,91.02,791
18/04/2018,90.83,789
19/04/2018,90.75,788
20/04/2018,90.57,787
21/04/2018,90.49,786
22/04/2018,90.31,785
23/04/2018,90.06,782
24/04/2018,89.98,782
25/04/2018,89.73,779
26/04/2018,89.59,778
27/04/2018,89.37,776
28/04/2018,89.22,775
29/04/2018,88.93,773
30/04/2018,88.72,771
01/05/2018,88.58,769
02/05/2018,88.35,767
03/05/2018,88.16,766
04/05/2018,87.96,764
05/05/2018,87.85,763
06/05/2018,87.69,762
07/05/2018,87.65,761
08/05/2018,87.67,762
09/05/2018,87.68,762
10/05/2018,87.92,764
11/05/2018,88.13,766
12/05/2018,88.22,766
13/05/2018,88.22,766
14/05/2018,88.16,766
15/05/2018,88.1,765
16/05/2018,88.03,765
17/05/2018,87.87,763
18/05/2018,87.76,762
