Tarih,doluluk_orani,GENERAL_DAM_RESERVED_WATER
19/05/2018,87.64,761
20/05/2018,87.52,760
21/05/2018,87.42,759
22/05/2018,87.26,758
23/05/2018,87.16,757
24/05/2018,86.81,754
25/05/2018,86.54,752
26/05/2018,86.38,750
27/05/2018,86.53,752
28/05/2018,86.49,751
29/05/2018,86.34,750
30/05/2018,86.22,749
31/05/2018,86.06,748
01/06/2018,85.88,746
02/06/2018,85.7,744
03/06/2018,85.55,743
04/06/2018,85.37,742
05/06/2018,85.13,740
06/06/2018,85.02,739
07/06/2018,84.89,737
08/06/2018,84.75,736
09/06/2018,84.52,734
10/06/2018,84.22,732
11/06/2018,83.92,729
12/06/2018,83.68,727
13/06/2018,83.37,724
14/06/2018,83.13,722
15/06/2018,82.82,719
16/06/2018,82.59,717
17/06/2018,82.47,716
18/06/2018,82.37,716
19/06/2018,82.22,714
20/06/2018,81.97,712
21/06/2018,81.76,710
22/06/2018,81.47,708
23/06/2018,81.23,706
24/06/2018,80.98,703
25/06/2018,80.64,701
26/06/2018,80.4,698
27/06/2018,80.17,696
28/06/2018,80.52,699
29/06/2018,80.36,698
30/06/2018,80.23,697
01/07/2018,80.07,696
02/07/2018,79.82,693
03/07/2018,79.7,692
04/07/2018,79.47,690
05/07/2018,79.1,687
06/07/2018,78.78,684
07/07/2018,78.56,682
08/07/2018,78.18,679
09/07/2018,77.91,677
10/07/2018,77.59,674
11/07/2018,77.26,671
12/07/2018,76.84,668
13/07/2018,76.54,665
14/07/2018,76.24,662
15/07/2018,75.98,660
16/07/2018,75.64,657
17/07/2018,75.34,654
18/07/2018,75.03,652
19/07/2018,74.79,650
20/07/2018,74.5,647
21/07/2018,74.31,645
22/07/2018,74.03,643
23/07/2018,73.73,640
24/07/2018,73.62,640
25/07/2018,73.61,639
26/07/2018,73.55,639
27/07/2018,73.37,637
28/07/2018,73.38,637
29/07/2018,73.26,636
30/07/2018,73.03,634
31/07/2018,72.81,633
01/08/2018,72.57,630
02/08/2018,72.35,628
03/08/2018,72.1,626
04/08/2018,71.8,624
05/08/2018,71.52,621
06/08/2018,71.25,619
07/08/2018,70.98,617
08/08/2018,70.67,614
09/08/2018,70.36,611
10/08/2018,70.03,608
11/08/2018,69.61,605
12/08/2018,69.14,601
13/08/2018,68.71,597
14/08/2018,68.35,594
15/08/2018,67.96,590
16/08/2018,67.55,587
17/08/2018,67.21,584
18/08/2018,66.83,581
19/08/2018,66.46,577
20/08/2018,66.05,574
21/08/2018,65.71,571
22/08/2018,65.35,568
23/08/2018,64.96,564
24/08/2018,64.62,561
25/08/2018,64.27,558
26/08/2018,63.91,555
27/08/2018,63.52,552
28/08/2018,63.24,549
29/08/2018,62.84,546
30/08/2018,62.46,543
31/08/2018,62.12,540
01/09/2018,61.71,536
02/09/2018,61.31,533
03/09/2018,60.92,529
04/09/2018,60.52,526
05/09/2018,60.12,522
06/09/2018,59.83,520
07/09/2018,59.5,517
08/09/2018,59.22,514
09/09/2018,58.96,512
10/09/2018,58.71,510
11/09/2018,58.38,507
12/09/2018,58.26,506
13/09/2018,58.13,505
14/09/2018,58.29,506
15/09/2018,58.55,509
16/09/2018,58.39,507
17/09/2018,58.24,506
18/09/2018,57.97,504
19/09/2018,57.69,501
20/09/2018,57.37,498
21/09/2018,57.06,496
22/09/2018,56.77,493
23/09/2018,56.48,491
24/09/2018,56.2,488
25/09/2018,55.95,486
26/09/2018,55.65,483
27/09/2018,55.37,481
28/09/2018,55.2,479
29/09/2018,55.09,479
30/09/2018,54.93,477
01/10/2018,55.48,482
02/10/2018,55.41,481
03/10/2018,55.45,482
04/10/2018,55.18,479
05/10/2018,55.05,478
06/10/2018,54.77,476
07/10/2018,54.48,473
08/10/2018,54.19,471
09/10/2018,53.92,468
10/10/2018,53.6,466
11/10/2018,53.41,464
12/10/2018,53.47,464
13/10/2018,53.55,465
14/10/2018,54.12,470
15/10/2018,53.95,469
16/10/2018,53.81,467
17/10/2018,53.63,466
18/10/2018,53.44,464
19/10/2018,53.27,463
20/10/2018,52.98,460
21/10/2018,52.76,458
22/10/2018,52.56,457
23/10/2018,52.42,455
24/10/2018,52.14,453
25/10/2018,51.86,451
26/10/2018,51.67,449
27/10/2018,51.44,447
28/10/2018,51.23,445
29/10/2018,50.97,443
30/10/2018,50.76,441
31/10/2018,50.47,438
01/11/2018,50.26,437
02/11/2018,49.98,434
03/11/2018,49.74,432
04/11/2018,49.56,431
05/11/2018,49.23,428
06/11/2018,49,426
07/11/2018,48.76,424
08/11/2018,48.55,422
09/11/2018,48.25,419
10/11/2018,48.02,417
11/11/2018,47.8,415
12/11/2018,47.61,414
13/11/2018,47.34,411
14/11/2018,47.12,409
15/11/2018,46.94,408
16/11/2018,47.25,410
17/11/2018,47.57,413
18/11/2018,47.6,413
19/11/2018,47.67,414
20/11/2018,48.39,420
21/11/2018,48.61,422
22/11/2018,48.64,423
23/11/2018,49.35,429
24/11/2018,49.49,430
25/11/2018,49.49,430
26/11/2018,49.48,430
27/11/2018,49.64,431
28/11/2018,49.93,434
29/11/2018,52.75,458
30/11/2018,55.06,478
01/12/2018,56.57,491
02/12/2018,57.19,497
03/12/2018,57.43,499
04/12/2018,57.66,501
05/12/2018,57.89,503
06/12/2018,59.97,521
07/12/2018,61.49,534
08/12/2018,61.76,537
09/12/2018,61.93,538
10/12/2018,62.13,540
11/12/2018,64.2,558
12/12/2018,67.55,587
13/12/2018,68.51,595
14/12/2018,68.97,599
15/12/2018,69.16,601
16/12/2018,69.26,602
17/12/2018,69.18,601
18/12/2018,69.2,601
19/12/2018,72.06,626
20/12/2018,76.42,664
21/12/2018,77.29,671
22/12/2018,77.64,674
23/12/2018,77.73,675
24/12/2018,77.86,676
25/12/2018,78.34,681
26/12/2018,80.41,699
27/12/2018,80.89,703
28/12/2018,81.05,704
29/12/2018,81.13,705
30/12/2018,81.41,707
31/12/2018,81.76,710
01/01/2019,81.76,710
02/01/2019,81.78,710
03/01/2019,81.87,711
04/01/2019,83.25,723
05/01/2019,85.58,743
06/01/2019,86.86,755
07/01/2019,87.15,757
08/01/2019,87.29,758
09/01/2019,87.12,757
10/01/2019,86.92,755
11/01/2019,87.72,762
12/01/2019,90.13,783
13/01/2019,90.6,787
14/01/2019,90.54,787
15/01/2019,90.46,786
16/01/2019,90.65,787
17/01/2019,90.89,790
18/01/2019,90.97,790
19/01/2019,90.98,790
20/01/2019,90.85,789
21/01/2019,91.01,791
22/01/2019,90.96,790
23/01/2019,90.82,789
24/01/2019,90.76,788
25/01/2019,90.63,787
26/01/2019,90.64,787
27/01/2019,90.69,788
28/01/2019,90.68,788
29/01/2019,90.53,786
30/01/2019,90.46,786
31/01/2019,90.35,785
01/02/2019,90.38,785
02/02/2019,90.4,785
03/02/2019,90.25,784
04/02/2019,90.12,783
05/02/2019,89.96,781
06/02/2019,89.69,779
07/02/2019,89.74,780
08/02/2019,89.88,781
09/02/2019,90.4,785
10/02/2019,90.49,786
11/02/2019,90.37,785
12/02/2019,90.32,785
13/02/2019,90.35,785
14/02/2019,91.38,794
15/02/2019,91.58,796
16/02/2019,91.68,796
17/02/2019,91.62,796
18/02/2019,91.59,796
19/02/2019,91.54,795
20/02/2019,91.54,795
21/02/2019,91.46,794
22/02/2019,91.37,794
23/02/2019,91.28,793
24/02/2019,91.33,793
25/02/2019,91.5,795
26/02/2019,92.09,800
27/02/2019,92.48,803
28/02/2019,92.67,805
01/03/2019,92.93,807
02/03/2019,93.06,808
03/03/2019,93.2,810
04/03/2019,93.23,810
05/03/2019,93.19,810
06/03/2019,93.15,809
07/03/2019,93.29,810
08/03/2019,93.28,810
09/03/2019,93.28,810
10/03/2019,93.31,811
11/03/2019,93.3,810
12/03/2019,93.3,810
13/03/2019,93.91,816
14/03/2019,93.97,816
15/03/2019,93.93,816
16/03/2019,93.96,816
17/03/2019,94.04,817
18/03/2019,94.08,817
19/03/2019,94.09,817
20/03/2019,94.09,817
21/03/2019,94.1,817
22/03/2019,94.1,817
23/03/2019,94.11,818
24/03/2019,94.11,817
25/03/2019,94.07,817
26/03/2019,94.14,818
27/03/2019,94.14,818
28/03/2019,94.06,817
29/03/2019,94.06,817
30/03/2019,93.91,816
31/03/2019,93.78,815
01/04/2019,93.7,814
02/04/2019,93.64,813
03/04/2019,93.51,812
04/04/2019,93.37,811
05/04/2019,93.22,810
06/04/2019,93.15,809
07/04/2019,92.98,808
08/04/2019,92.95,807
09/04/2019,92.86,807
10/04/2019,92.77,806
11/04/2019,92.77,806
12/04/2019,92.73,805
13/04/2019,92.7,805
14/04/2019,92.82,806
15/04/2019,92.93,807
16/04/2019,92.93,807
17/04/2019,92.84,806
18/04/2019,92.77,806
19/04/2019,92.72,805
20/04/2019,92.6,804
21/04/2019,92.52,804
22/04/2019,92.26,801
23/04/2019,92.13,800
24/04/2019,92.04,800
25/04/2019,91.85,798
26/04/2019,91.72,797
27/04/2019,91.62,796
28/04/2019,91.56,795
29/04/2019,91.38,794
30/04/2019,91.23,792
01/05/2019,91.07,791
02/05/2019,90.95,790
03/05/2019,90.75,788
04/05/2019,90.56,787
05/05/2019,90.43,786
06/05/2019,90.2,784
07/05/2019,89.92,781
08/05/2019,90.02,782
09/05/2019,89.94,781
10/05/2019,89.82,780
11/05/2019,89.7,779
12/05/2019,89.73,779
13/05/2019,89.61,778
14/05/2019,89.46,777
15/05/2019,89.23,775
16/05/2019,89.06,774
17/05/2019,88.86,772
18/05/2019,88.67,770
19/05/2019,88.59,770
20/05/2019,88.4,768
21/05/2019,88.18,766
22/05/2019,87.98,764
23/05/2019,87.73,762
24/05/2019,87.76,762
25/05/2019,87.81,763
26/05/2019,87.73,762
27/05/2019,87.45,760
28/05/2019,87.28,758
29/05/2019,87.06,756
30/05/2019,86.78,754
31/05/2019,86.67,753
01/06/2019,86.27,749
02/06/2019,86.02,747
03/06/2019,85.83,746
04/06/2019,85.61,744
05/06/2019,85.32,741
06/06/2019,85.09,739
07/06/2019,84.94,738
08/06/2019,84.71,736
09/06/2019,84.48,734
10/06/2019,84.18,731
11/06/2019,83.9,729
12/06/2019,83.65,727
13/06/2019,83.24,723
14/06/2019,83.17,723
15/06/2019,83,721
16/06/2019,82.96,721
17/06/2019,82.77,719
18/06/2019,82.49,717
19/06/2019,82.1,713
20/06/2019,81.92,712
21/06/2019,81.73,710
22/06/2019,81.47,708
23/06/2019,81.18,705
24/06/2019,80.79,702
25/06/2019,80.48,699
26/06/2019,80.18,696
27/06/2019,79.76,693
28/06/2019,79.33,689
29/06/2019,78.92,686
30/06/2019,78.44,681
01/07/2019,78.08,678
02/07/2019,77.61,674
03/07/2019,77.2,671
04/07/2019,76.78,667
05/07/2019,76.32,663
06/07/2019,76.01,660
07/07/2019,75.77,658
08/07/2019,75.32,654
09/07/2019,75.07,652
10/07/2019,74.75,649
11/07/2019,74.48,647
12/07/2019,74.36,646
13/07/2019,74.15,644
14/07/2019,73.92,642
15/07/2019,73.85,642
16/07/2019,73.78,641
17/07/2019,73.43,638
18/07/2019,73.09,635
19/07/2019,72.62,631
20/07/2019,72.12,626
21/07/2019,71.63,622
22/07/2019,71.17,618
23/07/2019,70.62,613
24/07/2019,70.39,611
25/07/2019,70.35,611
26/07/2019,70.12,609
27/07/2019,69.74,606
28/07/2019,69.36,602
29/07/2019,69.01,599
30/07/2019,68.68,597
31/07/2019,68.41,594
01/08/2019,68.07,591
02/08/2019,67.68,588
03/08/2019,67.41,586
04/08/2019,67.08,583
05/08/2019,66.64,579
06/08/2019,66.31,576
07/08/2019,65.9,572
08/08/2019,65.63,570
09/08/2019,65.19,566
10/08/2019,64.88,564
11/08/2019,64.57,561
12/08/2019,64.2,558
13/08/2019,63.85,555
14/08/2019,63.59,552
15/08/2019,63.26,550
16/08/2019,62.95,547
17/08/2019,62.65,544
18/08/2019,62.79,545
19/08/2019,62.52,543
20/08/2019,62.27,541
21/08/2019,61.96,538
22/08/2019,61.82,537
23/08/2019,61.59,535
24/08/2019,61.35,533
25/08/2019,60.99,530
26/08/2019,60.68,527
27/08/2019,60.36,524
28/08/2019,60,521
29/08/2019,59.74,519
30/08/2019,59.39,516
31/08/2019,59.01,513
01/09/2019,58.67,510
02/09/2019,58.37,507
03/09/2019,58.01,504
04/09/2019,57.71,501
05/09/2019,57.31,498
06/09/2019,57.01,495
07/09/2019,56.7,493
08/09/2019,56.28,489
09/09/2019,55.91,486
10/09/2019,55.52,482
11/09/2019,55.16,479
12/09/2019,54.8,476
13/09/2019,54.47,473
14/09/2019,54.12,470
15/09/2019,53.75,467
16/09/2019,53.42,464
17/09/2019,53.12,461
18/09/2019,52.76,458
19/09/2019,52.39,455
20/09/2019,52.18,453
21/09/2019,52.01,452
22/09/2019,51.8,450
23/09/2019,51.44,447
24/09/2019,51.14,444
25/09/2019,50.92,442
26/09/2019,50.57,439
27/09/2019,50.15,436
28/09/2019,49.73,432
29/09/2019,49.47,430
30/09/2019,49.13,427
01/10/2019,48.82,424
02/10/2019,48.59,422
03/10/2019,48.27,419
04/10/2019,47.97,417
05/10/2019,47.8,415
06/10/2019,47.67,414
07/10/2019,47.49,412
08/10/2019,47.29,411
09/10/2019,47.33,411
10/10/2019,47.12,409
11/10/2019,46.89,407
12/10/2019,46.68,406
13/10/2019,46.45,403
14/10/2019,46.17,401
15/10/2019,45.86,398
16/10/2019,45.57,396
17/10/2019,45.4,394
18/10/2019,45.09,392
19/10/2019,44.92,390
20/10/2019,44.65,388
21/10/2019,44.37,385
22/10/2019,44.12,383
23/10/2019,43.84,381
24/10/2019,43.51,378
25/10/2019,43.26,376
26/10/2019,43.02,374
27/10/2019,42.73,371
28/10/2019,42.37,368
29/10/2019,42.11,366
30/10/2019,41.87,364
31/10/2019,41.61,361
01/11/2019,41.72,362
02/11/2019,41.92,364
03/11/2019,41.89,364
04/11/2019,41.64,362
05/11/2019,41.38,359
06/11/2019,41.12,357
07/11/2019,40.89,355
08/11/2019,40.62,353
09/11/2019,40.35,351
10/11/2019,40.09,348
11/11/2019,39.83,346
12/11/2019,39.54,344
13/11/2019,39.3,341
14/11/2019,39.04,339
15/11/2019,38.79,337
16/11/2019,38.49,334
17/11/2019,38.21,332
18/11/2019,37.97,330
19/11/2019,37.68,327
20/11/2019,37.33,324
21/11/2019,37.13,323
22/11/2019,36.79,320
23/11/2019,36.59,318
24/11/2019,36.44,317
25/11/2019,36.24,315
26/11/2019,36.15,314
27/11/2019,36.08,313
28/11/2019,35.99,313
29/11/2019,35.73,310
30/11/2019,35.74,310
01/12/2019,35.6,309
02/12/2019,35.68,310
03/12/2019,35.65,310
04/12/2019,35.63,310
05/12/2019,35.79,311
06/12/2019,35.92,312
07/12/2019,35.91,312
08/12/2019,35.79,311
09/12/2019,35.73,310
10/12/2019,35.58,309
11/12/2019,35.5,308
12/12/2019,35.3,307
13/12/2019,35.14,305
14/12/2019,35.01,304
15/12/2019,34.85,303
16/12/2019,34.81,302
17/12/2019,34.67,301
18/12/2019,34.49,300
19/12/2019,34.37,299
20/12/2019,34.21,297
21/12/2019,33.97,295
22/12/2019,33.65,292
23/12/2019,33.45,291
24/12/2019,33.5,291
25/12/2019,33.47,291
26/12/2019,33.54,291
27/12/2019,33.73,293
28/12/2019,34.02,296
29/12/2019,34.44,299
30/12/2019,35.53,309
31/12/2019,36.99,321
01/01/2020,37.74,328
02/01/2020,38.08,331
03/01/2020,38.78,337
04/01/2020,39.02,339
05/01/2020,39.03,339
06/01/2020,39.31,342
07/01/2020,46.51,404
08/01/2020,49.88,433
09/01/2020,51.43,447
10/01/2020,52.19,453
11/01/2020,52.42,455
12/01/2020,52.64,457
13/01/2020,52.8,459
14/01/2020,52.51,456
15/01/2020,52.85,459
16/01/2020,52.87,459
17/01/2020,52.93,460
18/01/2020,53.09,461
19/01/2020,53.15,462
20/01/2020,53.47,464
21/01/2020,54.09,469
22/01/2020,54.41,472
23/01/2020,54.55,473
24/01/2020,54.86,476
25/01/2020,55.02,477
26/01/2020,55.13,478
27/01/2020,55.25,479
28/01/2020,55.47,481
29/01/2020,55.66,483
30/01/2020,56.12,487
31/01/2020,56.74,492
01/02/2020,56.98,494
02/02/2020,57.23,497
03/02/2020,57.35,498
04/02/2020,57.45,499
05/02/2020,57.54,499
06/02/2020,58.63,509
07/02/2020,59.2,514
08/02/2020,59.84,519
09/02/2020,60.09,521
10/02/2020,60.17,522
11/02/2020,60.27,523
12/02/2020,60.75,527
13/02/2020,61.26,532
14/02/2020,61.35,532
15/02/2020,61.51,534
16/02/2020,61.62,535
17/02/2020,61.76,536
18/02/2020,61.8,536
19/02/2020,61.93,537
20/02/2020,62.06,539
21/02/2020,62.18,540
22/02/2020,62.44,542
23/02/2020,62.69,544
24/02/2020,62.73,544
25/02/2020,62.83,545
26/02/2020,62.84,545
27/02/2020,62.79,545
28/02/2020,63.22,549
29/02/2020,63.38,550
01/03/2020,63.87,554
02/03/2020,63.99,555
03/03/2020,64.05,556
04/03/2020,64.19,557
05/03/2020,64.16,557
06/03/2020,64.16,557
07/03/2020,64.14,557
08/03/2020,64.04,556
09/03/2020,63.88,554
10/03/2020,63.85,554
11/03/2020,64.08,556
12/03/2020,64.07,556
13/03/2020,64.19,557
14/03/2020,64.25,558
15/03/2020,64.16,557
16/03/2020,64.33,558
17/03/2020,64.58,561
18/03/2020,64.57,560
19/03/2020,64.54,560
20/03/2020,64.47,560
21/03/2020,64.27,558
22/03/2020,64.17,557
23/03/2020,63.99,555
24/03/2020,63.81,554
25/03/2020,63.92,555
26/03/2020,64.05,556
27/03/2020,64.05,556
28/03/2020,64.05,556
29/03/2020,64.06,556
30/03/2020,64.51,560
31/03/2020,64.65,561
01/04/2020,64.59,561
02/04/2020,64.52,560
03/04/2020,65.13,565
04/04/2020,65.86,572
05/04/2020,66.18,574
06/04/2020,68.7,596
07/04/2020,69.86,606
08/04/2020,70.14,609
09/04/2020,70.32,610
10/04/2020,70.31,610
11/04/2020,70.35,611
12/04/2020,70.33,610
13/04/2020,70.25,610
14/04/2020,70.11,609
15/04/2020,70.07,608
16/04/2020,70.17,609
17/04/2020,70.1,608
18/04/2020,70.08,608
19/04/2020,80.79,701
19/04/2020,70.03,608
20/04/2020,70.01,608
21/04/2020,69.9,607
22/04/2020,69.61,604
23/04/2020,69.52,603
24/04/2020,69.38,602
25/04/2020,69.22,601
26/04/2020,69.07,599
27/04/2020,69.02,599
28/04/2020,68.91,598
29/04/2020,68.78,597
30/04/2020,68.56,595
01/05/2020,68.57,595
02/05/2020,68.46,594
03/05/2020,68.54,595
04/05/2020,68.68,596
05/05/2020,69.05,599
06/05/2020,69.08,600
07/05/2020,69.31,602
08/05/2020,69.48,603
09/05/2020,69.39,602
10/05/2020,69.3,602
11/05/2020,69.27,601
12/05/2020,69.15,600
13/05/2020,69.04,599
14/05/2020,68.83,597
15/05/2020,68.71,596
16/05/2020,68.69,596
17/05/2020,68.51,595
18/05/2020,68.29,593
19/05/2020,68.13,591
20/05/2020,67.89,589
21/05/2020,67.76,588
22/05/2020,67.64,587
23/05/2020,67.65,587
24/05/2020,67.58,587
25/05/2020,67.42,585
26/05/2020,67.32,584
27/05/2020,67.14,583
28/05/2020,67.09,582
29/05/2020,67.02,582
30/05/2020,66.98,581
31/05/2020,66.88,580
01/06/2020,66.71,579
02/06/2020,66.61,578
03/06/2020,66.59,578
04/06/2020,66.68,579
06/06/2020,66.33,576
07/06/2020,66.1,574
08/06/2020,65.99,573
09/06/2020,65.85,572
10/06/2020,65.58,569
11/06/2020,65.39,568
12/06/2020,65.16,566
13/06/2020,64.96,564
14/06/2020,64.73,562
15/06/2020,64.74,562
16/06/2020,64.72,562
17/06/2020,64.62,561
18/06/2020,64.52,560
19/06/2020,64.78,562
20/06/2020,64.97,564
21/06/2020,64.9,563
22/06/2020,64.71,562
23/06/2020,64.6,561
24/06/2020,65.27,567
25/06/2020,65.46,568
26/06/2020,65.4,568
27/06/2020,65.3,567
28/06/2020,65.14,565
29/06/2020,65.01,564
30/06/2020,64.88,563
01/07/2020,64.64,561
02/07/2020,64.47,560
03/07/2020,64.28,558
04/07/2020,64.06,556
05/07/2020,63.84,554
06/07/2020,63.59,552
07/07/2020,63.36,550
08/07/2020,63.13,548
09/07/2020,62.85,545
10/07/2020,62.6,543
11/07/2020,62.34,541
12/07/2020,62.07,539
13/07/2020,61.86,537
14/07/2020,61.55,534
15/07/2020,61.34,532
16/07/2020,61.13,531
17/07/2020,60.92,529
18/07/2020,60.65,526
19/07/2020,60.44,524
20/07/2020,60.21,523
21/07/2020,60.01,521
22/07/2020,59.76,519
23/07/2020,59.52,517
24/07/2020,59.25,514
25/07/2020,59.02,512
26/07/2020,58.87,511
27/07/2020,58.52,508
28/07/2020,58.13,505
29/07/2020,57.85,502
30/07/2020,57.56,500
01/08/2020,56.91,494
02/08/2020,56.63,491
03/08/2020,56.38,489
04/08/2020,56.04,486
05/08/2020,55.73,484
06/08/2020,55.35,480
07/08/2020,55.02,477
08/08/2020,54.72,475
09/08/2020,54.4,472
10/08/2020,54.06,469
11/08/2020,53.7,466
12/08/2020,53.37,463
13/08/2020,53.03,460
14/08/2020,52.67,457
15/08/2020,52.3,454
16/08/2020,52.15,452
17/08/2020,51.81,450
18/08/2020,51.47,447
19/08/2020,51.11,443
20/08/2020,50.78,441
21/08/2020,50.65,440
22/08/2020,50.31,437
23/08/2020,49.99,434
24/08/2020,49.63,431
25/08/2020,49.25,427
26/08/2020,48.92,424
27/08/2020,48.61,422
28/08/2020,48.3,419
29/08/2020,47.94,416
30/08/2020,47.6,413
31/08/2020,47.25,410
01/09/2020,46.88,407
02/09/2020,46.55,404
03/09/2020,46.21,401
04/09/2020,45.85,398
05/09/2020,45.49,395
06/09/2020,45.12,391
07/09/2020,44.76,388
08/09/2020,44.44,386
09/09/2020,44.17,383
10/09/2020,43.79,380
11/09/2020,43.5,377
12/09/2020,43.14,374
13/09/2020,42.86,372
14/09/2020,42.57,369
15/09/2020,42.23,366
16/09/2020,41.88,363
17/09/2020,41.59,361
18/09/2020,41.21,357
19/09/2020,40.8,354
20/09/2020,40.51,351
21/09/2020,40.21,349
22/09/2020,39.9,346
23/09/2020,39.6,344
24/09/2020,39.25,340
25/09/2020,38.96,338
26/09/2020,38.6,335
27/09/2020,38.28,332
28/09/2020,37.93,329
29/09/2020,37.58,326
30/09/2020,37.32,324
01/10/2020,37.01,321
02/10/2020,36.71,318
03/10/2020,36.4,316
04/10/2020,36.06,313
05/10/2020,35.72,310
06/10/2020,35.36,307
07/10/2020,35.05,304
08/10/2020,34.73,301
09/10/2020,34.72,301
10/10/2020,34.6,300
11/10/2020,34.31,298
12/10/2020,34.05,295
13/10/2020,33.72,292
14/10/2020,33.43,290
15/10/2020,33.21,288
16/10/2020,32.96,286
17/10/2020,32.69,283
18/10/2020,32.44,281
19/10/2020,32.27,280
20/10/2020,32.03,278
21/10/2020,32.07,278
22/10/2020,31.85,276
23/10/2020,31.68,275
24/10/2020,31.4,272
25/10/2020,31.16,270
26/10/2020,30.89,268
27/10/2020,30.63,266
28/10/2020,30.38,263
29/10/2020,30.41,264
30/10/2020,30.23,262
31/10/2020,30.23,262
01/11/2020,30.02,260
02/11/2020,29.79,258
03/11/2020,29.59,257
04/11/2020,29.43,255
05/11/2020,29.4,255
06/11/2020,29.27,254
07/11/2020,29.08,252
08/11/2020,28.88,250
09/11/2020,28.65,248
10/11/2020,28.38,246
11/11/2020,28.19,244
12/11/2020,28,243
13/11/2020,27.8,241
14/11/2020,27.68,240
15/11/2020,27.7,240
16/11/2020,27.49,238
17/11/2020,27.28,236
18/11/2020,27.06,235
19/11/2020,26.82,233
20/11/2020,26.6,231
21/11/2020,26.43,229
22/11/2020,26.34,228
23/11/2020,26.3,228
24/11/2020,26.07,226
25/11/2020,25.86,224
26/11/2020,25.67,223
27/11/2020,25.45,221
28/11/2020,25.24,219
29/11/2020,24.99,217
30/11/2020,24.76,215
01/12/2020,24.5,212
02/12/2020,24.3,211
03/12/2020,24.04,208
04/12/2020,23.78,206
05/12/2020,23.54,204
06/12/2020,23.3,203
07/12/2020,23.06,200
08/12/2020,22.88,198
09/12/2020,22.66,196
10/12/2020,22.39,194
11/12/2020,22.15,192
12/12/2020,21.92,190
13/12/2020,21.84,189
14/12/2020,21.65,188
15/12/2020,21.71,188
16/12/2020,21.83,189
17/12/2020,21.94,190
18/12/2020,21.97,190
19/12/2020,21.91,190
20/12/2020,21.78,189
21/12/2020,21.7,188
22/12/2020,21.66,188
23/12/2020,21.57,187
24/12/2020,21.53,186
25/12/2020,21.42,186
26/12/2020,21.27,184
27/12/2020,21.11,183
28/12/2020,20.93,181
29/12/2020,20.7,179
30/12/2020,20.49,177
31/12/2020,20.29,176
01/01/2021,20.13,174
02/01/2021,20.02,173
03/01/2021,19.91,172
04/01/2021,19.79,171
05/01/2021,19.62,170
06/01/2021,19.47,169
07/01/2021,19.35,168
07/01/2021,19.35,168
08/01/2021,19.26,167
09/01/2021,19.16,166
10/01/2021,19.56,169
11/01/2021,21.13,183
12/01/2021,22.1,191
13/01/2021,24.66,214
14/01/2021,26.92,233
15/01/2021,28.03,243
16/01/2021,28.66,248
17/01/2021,29.48,256
18/01/2021,30.1,261
19/01/2021,30.52,265
20/01/2021,30.77,267
21/01/2021,31.04,269
22/01/2021,31.39,272
23/01/2021,31.89,277
24/01/2021,32.38,281
25/01/2021,32.78,284
26/01/2021,33.37,289
27/01/2021,34.22,297
28/01/2021,36.96,321
29/01/2021,38.29,332
30/01/2021,38.86,337
31/01/2021,40.39,350
01/02/2021,41.3,358
02/02/2021,42.63,370
03/02/2021,43.45,377
04/02/2021,43.84,380
05/02/2021,44.15,383
06/02/2021,44.34,385
07/02/2021,44.55,386
08/02/2021,44.7,388
09/02/2021,44.78,389
10/02/2021,44.99,390
11/02/2021,45.09,391
12/02/2021,45.48,395
13/02/2021,46.11,400
14/02/2021,46.44,403
15/02/2021,47.2,409
16/02/2021,47.82,415
17/02/2021,48.28,419
18/02/2021,48.67,422
19/02/2021,49.16,427
20/02/2021,50.03,434
21/02/2021,50.56,439
22/02/2021,51.33,445
23/02/2021,52.29,454
24/02/2021,53.14,461
25/02/2021,54.07,469
26/02/2021,55.1,478
27/02/2021,55.58,482
28/02/2021,56.2,488
01/03/2021,56.71,492
02/03/2021,57.23,497
03/03/2021,57.63,500
04/03/2021,58.02,504
05/03/2021,58.23,505
06/03/2021,58.47,507
07/03/2021,59.17,514
08/03/2021,59.93,520
09/03/2021,60.37,524
10/03/2021,60.71,527
11/03/2021,61.08,530
12/03/2021,61.64,535
13/03/2021,61.96,538
14/03/2021,62.23,540
15/03/2021,62.34,541
16/03/2021,62.4,542
17/03/2021,62.71,544
18/03/2021,63.03,547
19/03/2021,63.34,550
20/03/2021,63.74,553
21/03/2021,64.04,556
22/03/2021,65.21,566
23/03/2021,66.84,580
24/03/2021,68.64,596
25/03/2021,69.83,606
26/03/2021,70.63,613
27/03/2021,71.14,618
28/03/2021,71.56,621
29/03/2021,71.96,625
30/03/2021,72.24,627
31/03/2021,72.83,632
01/04/2021,73.18,635
02/04/2021,73.46,638
03/04/2021,73.66,639
04/04/2021,73.76,640
05/04/2021,74.7,648
06/04/2021,75.88,659
07/04/2021,76.53,664
